numero_processo;data_distribuicao;codarea_acao;data_atendimento;cod_cliente;cod_usuario;cod_parte_adversa;valor_causa;observacoes;data_encerramento;inclusao;objeto_acao;destino;codprognostico;codassunto;codlocaltramite;uf;codcomarca;statusprocessual;grupo_processo;codigo_fase;data_contratacao;pedido;data_transitojulgado;data_sentenca;data_execucao;migracao;cod_fase_processo;numero_pasta;numero_cnj;data_ultima_visualizacao
0012345-12.2024.1.12.0745;13/02/2013 00:00;Direito Previdenciário;;Fulano(a) 1545;301340;0;0.0;;;01/04/2013 12:57;Revisional de benefício Previdenciário;;Procedência Provável;Revisional de benefício Previdenciário;Juizado Especial Federal;MG;Ipatinga;;Justiça Federal;Conciliação;13/11/2011 00:00;CONVERSÃO APOSENTADORIA PROPORCIONAL PARA ESPECIAL;;;;;;0.0;;24/08/2021 10:55
0012345-12.2024.1.12.0746;17/08/2015 00:00;Direito Cível;;Fulano(a) 80;301340;0;1000.0;;;25/05/2015 10:36;Cobrança;;Procedência Provável;Cobrança;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;25/05/2015 00:00;;;;;;;715.0;;14/10/2021 17:48
0012345-12.2024.1.12.0747;;;;Fulano(a) 1432;559945;0;0.0;;;02/06/2021 16:45;;;;;;UF;;;;;;;;;;;;2527.0;;03/06/2021 08:43
0012345-12.2024.1.12.0748;;Direito Previdenciário;;Fulano(a) 400;301340;0;0.0;;;28/05/2020 14:28;Ação Previdenciaria;;Procedência Provável;Aposentadoria por Tempo de Contribuição;;;;Autor;Justiça Federal;;28/05/2020 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;;;;;;2224.0;;03/12/2021 16:59
0012345-12.2024.1.12.0749;28/04/2016 00:00;Direito Previdenciário;;Fulano(a) 286;301340;0;65292.5;;;12/01/2016 10:05;Aposentadoria;Arquivo Morto;Procedência Provável;Aposentadoria por Idade;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;12/01/2016 00:00;;;;;;;861.0;;15/04/2021 16:06
0012345-12.2024.1.12.0750;;;;Fulano(a) 1451;559945;0;0.0;;;02/06/2021 17:13;;;;;;UF;;;;;;;;;;;;2530.0;;02/06/2021 17:13
0012345-12.2024.1.12.0751;;Direito Previdenciário;;Fulano(a) 742;559945;0;0.0;;;04/02/2019 16:55;Agravo de Instrumento;Mesa Administração 02;;;Turma - TRF1;DF;Brasília;Agravado;Justiça Federal;Instrução;;;;;;;;1704.0;;11/05/2021 18:04
0012345-12.2024.1.12.0752;24/11/2021 00:00;Direito Previdenciário;;Fulano(a) 719;476917;0;0.0;;;22/11/2021 17:06;Cobrança;Mesa Recepção;Procedência Parcial Provável;Cobrança;2ª vara federal de Ipatinga;MG;Ipatinga;Autor;Justiça Federal;Conciliação;;;;;;;;2648.0;;07/12/2021 08:30
0012345-12.2024.1.12.0753;25/01/2016 00:00;Direito do Trabalho;;Fulano(a) 598;301340;0;448810.64;;;03/12/2015 17:21;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Verbas Trabalhistas Diversas;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;03/12/2015 00:00;;;;;;;849.0;;11/05/2021 13:31
0012345-12.2024.1.12.0753;25/01/2016 00:00;Direito do Trabalho;;Fulano(a) 598;301340;0;448810.64;;;03/12/2015 17:21;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Verbas Trabalhistas Diversas;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;03/12/2015 00:00;;;;;;;849.0;;11/05/2021 13:31
0012345-12.2024.1.12.0754;;;;Fulano(a) 960;347394;0;0.0;;;24/11/2021 18:41;;;;;;UF;;;;;;;;;;;;2656.0;;24/11/2021 18:41
0012345-12.2024.1.12.0755;16/09/2015 00:00;Direito do Trabalho;;Fulano(a) 500;301340;0;103200.0;;;23/04/2015 18:39;Reclamatória Trabalhista;Mesa Recepção;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;23/04/2015 00:00;;;;;;;702.0;;28/01/2022 16:33
0012345-12.2024.1.12.0756;;;;Fulano(a) 1453;347394;0;0.0;;;23/01/2020 14:22;;;;;;UF;;;;;;;;;;;;2105.0;;23/01/2020 14:22
0012345-12.2024.1.12.0757;31/01/2018 00:00;Direito Previdenciário;;Fulano(a) 1661;301340;0;85650.0;;;26/04/2017 15:36;Aposentadoria;Mesa Recepção;Procedência Parcial Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;26/04/2017 00:00;APOSENTADORIA ESPECIAL;;;;;;1165.0;;07/02/2022 18:10
0012345-12.2024.1.12.0758;22/08/2014 00:00;Direito Previdenciário;;Fulano(a) 156;301340;0;0.0;;;24/07/2014 10:29;Desaposentação;;Procedência Provável;Desaposentação;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;24/07/2014 00:00;;;;;;;547.0;;14/02/2020 11:38
0012345-12.2024.1.12.0759;;;;Fulano(a) 428;559945;0;0.0;;;23/01/2020 17:04;;;;;;UF;;;;;;;;;;;;2107.0;;23/01/2020 17:10
0012345-12.2024.1.12.0760;;;;Fulano(a) 882;301340;0;0.0;;;23/04/2018 13:29;;;;;;;;;Justiça Federal;;;APOSENTADORIA ESPECIAL - AVERBAR TEMPO DO PROCESSO JUDICIAL COM PERIODO POSTERIOR TRABALHADO;;;;;;1456.0;;20/01/2022 16:16
0012345-12.2024.1.12.0761;;;;Fulano(a) 1538;301340;0;0.0;;;06/08/2020 09:24;;;;;;UF;;;;;;;;;;;;2277.0;;
0012345-12.2024.1.12.0762;;Direito Previdenciário;;Fulano(a) 1141;347394;0;0.0;;;20/11/2019 14:40;RPV - Requisição de Pequeno Valor;Mesa Recepção;Procedência Parcial Provável;RPV - Requisição de Pequeno Valor;Tribunal Regional Federal;DF;Brasília;Requerente;Justiça Federal;Execução;;;;;;;;2068.0;;11/05/2021 11:18
0012345-12.2024.1.12.0763;;;;Fulano(a) 560;301340;0;0.0;;;28/03/2017 11:56;;;;;;;;;Justiça Estadual;;28/03/2017 00:00;COBRANÇA PELA SUPRESSÃO DA COMPLEMENTAÇÃO SOBRE O SALÁRIO;;;;;;1136.0;;24/06/2021 09:38
0012345-12.2024.1.12.0764;09/06/2020 00:00;Direito Cível;;Fulano(a) 1415;559945;0;3759.07;;;08/06/2020 15:16;Cumprimento de sentença;Arquivo Morto;Procedência Provável;Honorários de Sucumbência;vara cível;MG;Ipatinga;Exequente;Justiça Estadual;Arquivado;;CUMPRIMENTO DE SENTENÇA - HONORÁRIOS DE SUCUMBENCIA - MERCANTIL IMÓVEIS - 0300509-95.2013.8.13.0313;;;;;;2232.0;;02/02/2022 21:37
0012345-12.2024.1.12.0765;;;;Fulano(a) 1800;559945;0;0.0;;;03/12/2021 17:13;;;;;;;;;Justiça Federal;;;;;;;;;2671.0;;20/01/2022 18:52
0012345-12.2024.1.12.0766;;Direito Cível;;Fulano(a) 542;302720;0;10000.0;;;20/01/2017 16:48;Indenização;Mesa Administração 01;Procedência Provável;Indenização;Seção;MG;Belo Horizonte;Reclamante;;Instrução;;;;;;;;1076.0;;25/10/2021 16:01
0012345-12.2024.1.12.0767;08/12/2015 00:00;Direito do Trabalho;;Fulano(a) 533;301340;0;492611.4;;;10/06/2015 10:06;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;10/06/2015 00:00;;;;;;;726.0;;08/12/2021 10:41
0012345-12.2024.1.12.0768;09/12/2015 00:00;Direito do Trabalho;;Fulano(a) 1175;301340;0;10000.0;;;20/08/2015 09:27;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;20/08/2015 00:00;;;;;;;763.0;;08/03/2021 14:41
0012345-12.2024.1.12.0769;01/11/2017 00:00;Direito do Trabalho;;Fulano(a) 1261;301340;0;100000.0;;;18/10/2017 15:39;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;18/10/2017 00:00;TRABALHISTA USIMINAS;;;;;;1317.0;;10/05/2021 13:21
0012345-12.2024.1.12.0770;19/03/2015 00:00;Direito do Trabalho;;Fulano(a) 1067;301340;0;804762.14;;;11/02/2015 08:42;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;11/02/2015 00:00;;;;;;;661.0;;11/02/2022 11:54
0012345-12.2024.1.12.0771;;;;Fulano(a) 1475;347394;0;0.0;;;06/02/2020 15:58;;;;;;UF;;;;;;;;;;;;2117.0;;06/02/2020 15:58
0012345-12.2024.1.12.0772;31/01/2018 00:00;Direito Previdenciário;;Fulano(a) 684;301340;0;75277.84;;;16/12/2016 08:35;Aposentadoria;Mesa Recepção;Procedência Parcial Provável;Aposentadoria por Tempo de Contribuição;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;16/12/2016 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;;;;;;1059.0;;11/02/2022 15:47
0012345-12.2024.1.12.0773;;;;Fulano(a) 1488;347394;0;0.0;;;20/08/2020 08:54;;;;;;UF;;;;;;;;;;;;2288.0;;20/08/2020 08:54
0012345-12.2024.1.12.0774;;;;Fulano(a) 487;347394;0;0.0;;;08/07/2020 09:54;;;;;;UF;;;;;;;;;;;;2249.0;;08/07/2020 09:54
0012345-12.2024.1.12.0775;;;;Fulano(a) 1191;301340;0;0.0;;;26/05/2021 15:48;;;;;;;;;Justiça Federal;;26/05/2021 00:00;APOSENTADORIA - PEDÁGIO 50% + FATOR;;;;;;2514.0;;20/01/2022 15:45
0012345-12.2024.1.12.0776;13/04/2018 00:00;Direito Previdenciário;;Fulano(a) 1036;301340;0;86380.0;;;03/05/2017 10:48;Aposentadoria;Mesa Administração 02;Procedência Parcial Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;03/05/2017 00:00;APOSENTADORIA ESPECIAL;;;;;;1171.0;;19/07/2021 09:42
0012345-12.2024.1.12.0777;;;;Fulano(a) 1477;347394;0;0.0;;;07/02/2020 09:40;;;;;;UF;;;;;;;;;;;;2119.0;;07/02/2020 09:40
0012345-12.2024.1.12.0778;02/12/2016 00:00;Direito Cível;;Fulano(a) 778;302720;0;4881.09;;;12/12/2016 14:21;Cobrança;Mesa Administração 01;Procedência Parcial Provável;Cobrança;Juizado Especial Cível;;Ipatinga;Autor;Justiça Estadual;Instrução;30/11/2016 00:00;COBRANÇA;;;;;;1052.0;;27/04/2021 15:12
0012345-12.2024.1.12.0779;;;;Fulano(a) 1455;347394;0;0.0;;;27/01/2020 09:51;;;;;;UF;;;;;;;;;;;;2108.0;;27/01/2020 09:51
0012345-12.2024.1.12.0780;28/05/2015 00:00;Direito Cível;;Fulano(a) 1630;301340;0;10930.0;;;16/04/2015 09:14;Restituição de valores c/ danos morais;;Procedência Parcial Provável;Restituição de valores c/ danos morais;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;15/05/2015 00:00;;;;;;;693.0;;07/02/2020 10:11
0012345-12.2024.1.12.0781;05/11/2018 00:00;Direito do Trabalho;;Fulano(a) 390;301340;0;40000.0;;;07/02/2018 15:21;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;07/02/2018 00:00;VERBAS TRABALHISTAS;;;;;;1397.0;;11/01/2022 18:46
0012345-12.2024.1.12.0782;01/12/2017 00:00;Direito Previdenciário;;Fulano(a) 999;301340;0;72277.84;;;21/09/2017 16:34;Aposentadoria;Mesa Administração 02;Procedência Parcial Provável;Aposentadoria por Tempo de Contribuição;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;21/09/2017 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;;;;;;1300.0;;07/02/2020 10:56
0012345-12.2024.1.12.0783;13/10/2014 00:00;Direito Cível;;Fulano(a) 1564;301340;0;30000.0;;;15/09/2014 18:53;Indenização;Arquivo Morto;Procedência Parcial Provável;Indenização;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;15/09/2014 00:00;;;;;;;581.0;;15/12/2020 14:45
0012345-12.2024.1.12.0784;22/03/2012 00:00;Direito Previdenciário;;Fulano(a) 228;302720;0;0.0;;;08/08/2012 17:00;Cobrança;;;Cobrança;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;10/01/2012 00:00;;;;;;;60.0;;04/05/2021 17:07
0012345-12.2024.1.12.0785;02/06/2020 00:00;Direito Previdenciário;;Fulano(a) 1535;301340;0;46347.48;;;11/10/2018 14:55;Cobrança;Mesa Recepção;;Cobrança;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Federal;Conciliação;;CUMPRIMENTO DE SENTENÇA - DER a DIA ANTERIOR AO MANDADO DE SEGURANÇA;;;;;;1635.0;;07/02/2022 18:22
0012345-12.2024.1.12.0786;;;;Fulano(a) 1491;347394;0;0.0;;;20/08/2020 09:45;;;;;;UF;;;;;;;;;;;;2289.0;;20/08/2020 09:45
0012345-12.2024.1.12.0787;03/07/2012 00:00;Direito Previdenciário;;Fulano(a) 161;302720;0;1000.0;;;10/07/2012 17:34;Aposentadoria;;;Aposentadoria;;MG;Ipatinga;Autor;Justiça Federal;Conciliação;12/10/2011 00:00;;;;;;;6.0;;05/10/2021 14:04
0012345-12.2024.1.12.0788;;;;Fulano(a) 438;301340;0;0.0;;;06/08/2020 10:17;;;;;;UF;;;;;;;;;;;;2279.0;;
0012345-12.2024.1.12.0789;;;;Fulano(a) 1543;347394;0;0.0;;;20/08/2020 10:46;;;;;;UF;;;;;;;;;;;;2291.0;;20/08/2020 10:46
0012345-12.2024.1.12.0790;01/12/2021 00:00;Direito Cível;;Fulano(a) 1415;347394;0;1117.87;;;08/12/2021 16:25;Cumprimento de sentença;Mesa Recepção;Procedência Parcial Provável;Cumprimento de sentença;Juizado Especial Cível;MG;Ipatinga;Exequente;Justiça Estadual;Execução;;;;;;;;2676.0;;10/02/2022 09:28
0012345-12.2024.1.12.0791;;;;Fulano(a) 355;347394;0;0.0;;;09/04/2020 10:14;;;;;;UF;;;;;;;;;;;;2169.0;;09/04/2020 10:14
0012345-12.2024.1.12.0792;;Direito Cível;;Fulano(a) 763;559945;0;0.0;;;11/01/2018 16:33;Agravo de Instrumento;Mesa Administração 02;Procedência Parcial Provável;Indenização;Câmara Cível;MG;Belo Horizonte;Agravado;Justiça Estadual;Instrução;21/11/2013 00:00;;;;;;;1383.0;;09/04/2020 10:49
0012345-12.2024.1.12.0793;;;;Fulano(a) 1565;347394;0;0.0;;;09/04/2020 13:57;;;;;;UF;;;;;;;;;;;;2170.0;;09/04/2020 13:57
0012345-12.2024.1.12.0794;;;;Fulano(a) 1316;301340;0;0.0;;;11/07/2019 17:35;;;;;;;;;Justiça Federal;;11/07/2019 00:00;BENEFICIO ASSISTENCIAL AO PORTADOR DE DEFICIENCIA;;;;;;1887.0;;17/04/2020 16:57
0012345-12.2024.1.12.0795;;;;Fulano(a) 689;301340;0;0.0;;;27/04/2016 18:20;;;;;;;;;Justiça do Trabalho;;27/04/2016 00:00;;;;;;;931.0;;07/02/2019 11:44
0012345-12.2024.1.12.0796;;;;Fulano(a) 833;347394;0;0.0;;;14/02/2017 11:47;;;;;;UF;;;;;;;;;;;;1092.0;;14/02/2017 11:47
0012345-12.2024.1.12.0797;27/01/2017 00:00;Direito Cível;;Fulano(a) 205;302720;0;10000.0;;;13/11/2015 11:22;Indenização;Mesa Administração 01;Procedência Parcial Provável;Indenização;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;13/11/2015 00:00;INDENIZAÇÃO GVT;;;;;;834.0;;08/11/2021 15:52
0012345-12.2024.1.12.0798;18/10/2016 00:00;Direito Cível;;Fulano(a) 533;301340;0;2427.52;;;10/06/2015 10:11;Prestação de Contas;Mesa Administração 01;Procedência Parcial Provável;Prestação de Contas;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;10/06/2015 00:00;AÇÃO DE EXIGIR CONTAS;;;;;;727.0;;08/12/2021 10:43
0012345-12.2024.1.12.0799;;;;Fulano(a) 1066;301340;0;0.0;;;20/06/2018 09:59;;;;;;;;;Justiça do Trabalho;;20/06/2018 00:00;DEVOLUÇÃO IR VALIA;;;;;;1508.0;;21/09/2018 11:25
0012345-12.2024.1.12.0800;;;;Fulano(a) 1533;347394;0;0.0;;;11/12/2018 13:07;;;;;;UF;;;;;;;;;;;;1682.0;;11/12/2018 13:07
0012345-12.2024.1.12.0801;;;;Fulano(a) 1160;301340;0;0.0;;;28/05/2018 11:15;;;;;;;;;;;;;;;;;;1484.0;;
0012345-12.2024.1.12.0802;;;;Fulano(a) 1102;347394;0;0.0;;;03/05/2018 11:45;;;;;;UF;;;;;;;;;;;;1460.0;;03/05/2018 11:45
0012345-12.2024.1.12.0803;10/12/2018 00:00;Direito do Trabalho;;Fulano(a) 1095;301340;0;57981.79;;;17/05/2018 10:15;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;17/05/2018 00:00;TRABALHISTA SANKYU;;;;;;1475.0;;14/12/2021 15:10
0012345-12.2024.1.12.0804;04/12/2016 00:00;Direito do Trabalho;;Fulano(a) 1233;301340;0;18000.0;;;21/09/2016 09:54;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;;REVISÃO DE PPP;;;;;;1006.0;;16/03/2019 14:51
0012345-12.2024.1.12.0805;;Direito Previdenciário;;Fulano(a) 1250;302720;0;0.0;;;21/01/2016 17:35;Aposentadoria;Arquivo Morto;Procedência Provável;Aposentadoria por Tempo de Contribuição;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Administrativo;Arquivado;04/12/2013 00:00;;;;;;;874.0;;16/11/2020 19:02
0012345-12.2024.1.12.0806;;;;Fulano(a) 852;347394;0;0.0;;;15/05/2017 13:34;;;;;;UF;;;;;;;;;;;;1182.0;;15/05/2017 13:34
0012345-12.2024.1.12.0807;;;;Fulano(a) 853;347394;0;0.0;;;15/05/2017 13:56;;;;;;UF;;;;;;;;;;;;1183.0;;15/05/2017 13:56
0012345-12.2024.1.12.0808;09/09/2013 00:00;Direito Previdenciário;;Fulano(a) 1804;301340;0;0.0;;;28/08/2013 11:14;Cobrança;;Procedência Provável;Cobrança;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;;28/08/2013 00:00;Retroativo de Benefício;;;;;;273.0;;11/01/2022 11:20
0012345-12.2024.1.12.0809;;;;Fulano(a) 36;347394;0;0.0;;;27/02/2020 15:43;;;;;;UF;;;;;;;;;;;;2131.0;;27/02/2020 15:43
0012345-12.2024.1.12.0810;;;;Fulano(a) 1162;347394;0;0.0;;;03/10/2018 13:30;;;;;;UF;;;;;;;;;;;;1623.0;;03/10/2018 13:30
0012345-12.2024.1.12.0811;;;;Fulano(a) 678;476917;0;0.0;;;13/01/2016 11:56;;;;;;UF;;;;;;;;;;;;864.0;;
0012345-12.2024.1.12.0812;;;;Fulano(a) 1533;301340;0;0.0;;;13/12/2018 18:19;;;;;;;;;;;;;;;;;;1684.0;;13/12/2018 18:19
0012345-12.2024.1.12.0813;08/12/2015 00:00;Direito do Trabalho;;Fulano(a) 26;301340;0;538392.57;;;16/07/2015 10:00;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;16/07/2015 00:00;;;;;;;744.0;;26/01/2022 14:02
0012345-12.2024.1.12.0814;;;;Fulano(a) 1619;347394;0;0.0;;;18/03/2021 17:35;;;;;;UF;;;;;;;;;;;;2444.0;;18/03/2021 17:35
0012345-12.2024.1.12.0815;20/07/2021 00:00;Direito Previdenciário;;Fulano(a) 358;301340;0;90132.0;;;29/11/2018 12:18;Ação Previdenciaria;Mesa Recepção;Procedência Provável;Revisional de benefício Previdenciário;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;25/03/2018 00:00;CONVERSÃO DE PROPORCIONAL PARA ESPECIAL OU 86/96??? (VERIFICAR SE FATOR PASSARIA DE 100%);;;;;;1675.0;;07/02/2022 20:38
0012345-12.2024.1.12.0816;05/11/2018 00:00;Direito do Trabalho;;Fulano(a) 1010;301340;0;160000.0;;;22/02/2018 18:27;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;22/02/2018 00:00;USIMINAS - RECLAMATORIA TRABALHISTA;;;;;;1404.0;;09/02/2022 11:56
0012345-12.2024.1.12.0817;;;;Fulano(a) 1763;347394;0;0.0;;;18/03/2021 17:28;;;;;;UF;;;;;;;;;;;;2443.0;;18/03/2021 17:28
0012345-12.2024.1.12.0818;;;;Fulano(a) 971;347394;0;0.0;;;19/04/2018 09:37;;;;;;UF;;;;;;;;;;;;1454.0;;19/04/2018 09:37
0012345-12.2024.1.12.0819;;;;Fulano(a) 1011;347394;0;0.0;;;25/06/2018 14:45;;;;;;UF;;;;;;;;;;;;1514.0;;25/06/2018 14:45
0012345-12.2024.1.12.0820;;;;Fulano(a) 587;347394;0;0.0;;;19/04/2018 09:56;;;;;;UF;;;;;;;;;;;;1455.0;;19/04/2018 09:56
0012345-12.2024.1.12.0821;;;;Fulano(a) 95;347394;0;0.0;;;12/07/2018 10:32;;;;;;UF;;;;;;;;;;;;1539.0;;12/07/2018 10:32
0012345-12.2024.1.12.0822;;;;Fulano(a) 1140;301340;0;0.0;;;07/11/2018 17:12;;;;;;;;;Justiça do Trabalho;;07/11/2018 00:00;TRABALHISTA USIMINAS;;;;;;1655.0;;07/11/2018 17:12
0012345-12.2024.1.12.0823;;;;Fulano(a) 1256;347394;0;0.0;;;17/04/2019 13:30;;;;;;UF;;;;;;;;;;;;1798.0;;12/08/2019 10:53
0012345-12.2024.1.12.0824;;;;Fulano(a) 1243;347394;0;0.0;;;08/05/2018 11:56;;;;;;UF;;;;;;;;;;;;1461.0;;08/05/2018 11:56
0012345-12.2024.1.12.0825;23/03/2021 00:00;Direito Previdenciário;;Fulano(a) 1579;301340;0;36832.0;;;21/01/2021 17:11;Ação Previdenciaria;Mesa Recepção;Procedência Provável;Auxílio Doença;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;21/01/2021 00:00;AUXILIO DOENÇA;;;;;;2385.0;;26/01/2022 14:09
0012345-12.2024.1.12.0826;;;;Fulano(a) 1527;347394;0;0.0;;;20/10/2020 10:34;;;;;;UF;;;;;;;;;;;;2316.0;;20/10/2020 10:34
0012345-12.2024.1.12.0827;;;;Fulano(a) 1588;347394;0;0.0;;;15/06/2018 13:14;;;;;;UF;;;;;;;;;;;;1505.0;;15/06/2018 13:14
0012345-12.2024.1.12.0828;;;;Fulano(a) 1588;347394;0;0.0;;;15/06/2018 13:16;;;;;;UF;;;;;;;;;;;;1506.0;;
0012345-12.2024.1.12.0829;;;;Fulano(a) 1483;347394;0;0.0;;;14/08/2018 17:15;;;;;;UF;;;;;;;;;;;;1580.0;;14/08/2018 17:15
0012345-12.2024.1.12.0830;;;;Fulano(a) 1084;347394;0;0.0;;;08/05/2018 13:53;;;;;;UF;;;;;;;;;;;;1462.0;;08/05/2018 13:53
0012345-12.2024.1.12.0831;26/02/2010 00:00;Direito Cível;;Fulano(a) 719;302720;0;1000.0;;;07/08/2012 10:48;Cobrança;;Procedência Provável;Cobrança de FGTS;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;25/02/2010 00:00;;;;;;;47.0;;
0012345-12.2024.1.12.0832;09/08/2010 00:00;Direito Previdenciário;;Fulano(a) 76;302720;0;1000.0;;;07/08/2012 13:10;Revisional de benefício Previdenciário;;;Revisional de benefício Previdenciário;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;13/12/2009 00:00;;;;;;;49.0;;
0012345-12.2024.1.12.0833;;Direito Cível;;Fulano(a) 113;302720;0;0.0;;;08/08/2012 12:12;Separação;;;Separação;;MG;Ipatinga;Autor;Justiça Estadual;;07/08/2012 00:00;;;;;;;51.0;;31/08/2021 10:57
0012345-12.2024.1.12.0834;;;;Fulano(a) 206;301340;0;0.0;;;09/08/2012 22:08;;;;;;;;;;;;;;;;;;67.0;;
0012345-12.2024.1.12.0835;05/04/2011 00:00;Direito do Consumidor;;Fulano(a) 637;301340;0;2028.48;;;02/10/2012 19:28;Reparação de danos materiais e morais;;;Reparação de Danos;Juizado Especial Cível;MG;Coronel Fabriciano;Autor;Justiça Estadual;Conciliação;02/10/2012 00:00;Danos materiais e morais;;;;;;129.0;;
0012345-12.2024.1.12.0836;17/08/2010 00:00;Direito do Trabalho;;Fulano(a) 111;302720;0;55701.21;;;05/12/2012 10:47;Reclamatória Trabalhista;;;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Autor;Justiça do Trabalho;Conciliação;14/08/2010 00:00;;;;;;;163.0;;
0012345-12.2024.1.12.0837;28/09/2010 00:00;Direito do Trabalho;;Fulano(a) 235;301340;0;12274.36;;;05/12/2012 13:21;Reclamatória Trabalhista;;;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Autor;Justiça do Trabalho;Conciliação;21/09/2010 00:00;;;;;;;167.0;;
0012345-12.2024.1.12.0838;21/11/2011 00:00;Direito Cível;;Fulano(a) 87;302720;0;0.0;;;18/12/2012 10:56;Separação;;;Separação;Vara da Família e Sucessões;MG;Ipatinga;Autor;Justiça Estadual;Conciliação;04/11/2011 00:00;;;;;;;184.0;;
0012345-12.2024.1.12.0839;;;;Fulano(a) 134;347394;0;0.0;;;17/09/2013 17:07;;;;;;UF;;;;;;;;;;;;292.0;;
0012345-12.2024.1.12.0840;;;;Fulano(a) 280;347394;0;0.0;;;18/09/2013 10:38;;;;;;;;;;;;;;;;;;297.0;;
0012345-12.2024.1.12.0841;;;;Fulano(a) 620;301340;0;0.0;;;28/11/2013 18:00;;;;;;;;;;;;;;;;;;351.0;;
0012345-12.2024.1.12.0842;;;;Fulano(a) 230;347394;0;0.0;;;27/12/2013 09:17;;;;;;;;;;;;;;;;;;375.0;;
0012345-12.2024.1.12.0843;;Direito Cível;;Fulano(a) 107;302720;0;20000.0;;;10/07/2012 15:24;obrigação de entrega de coisa certa;;;;;;;Autor;Justiça Estadual;;10/04/2012 00:00;;;;;;;5.0;;21/02/2017 16:33
0012345-12.2024.1.12.0844;09/04/2012 00:00;Direito Cível;;Fulano(a) 183;302720;0;18000.0;;;08/08/2012 17:50;Indenização;;;Indenização;2ª Vara Cível comarca de Ipatinga/MG;MG;Ipatinga;Autor;Justiça Estadual;Conciliação;01/10/2011 00:00;;;;;;;62.0;;
